"Gene_ID","Gene_name","Fourier_score","P_value","FDR"
"YJL110C","GZF3",3.34948439566818,0.47045,0.600826022389765
"YJL109C","UTP10",3.62311887594773,0.41416,0.553467463542912
"YJL107C","YJL107C",4.21251221955721,0.31025,0.464336680053548
"YJL105W","SET4",8.48109510680377,0.00065,0.00600578512396694
"YJL104W","PAM16",8.17312951201869,0.00078,0.00667718223583461
"YJL103C","GSM1",5.25919214116825,0.13583,0.270017674253201
"YJL102W","MEF2",4.67565796097039,0.21823,0.370600698663426
"YJL101C","GSH1",2.16517736992804,0.73726,0.805725004887585
"YJL100W","LSB6",1.27390872159607,0.90636,0.930800716385011
"YJL099W","CHS6",6.8953919506538,0.01578,0.0560775730622617
"YJL098W","SAP185",4.016326695461,0.3285,0.479956874019864
"YJL097W","PHS1",8.07826807613066,0.00058,0.00558037865748709
"YJL096W","MRPL49",8.56889898012568,2e-05,0.000866666666666667
"YJL095W","BCK1",7.53277458919454,0.0029,0.0166266666666667
"YJL094C","KHA1",7.34024487646432,0.00986,0.0396813534917207
"YJL093C","TOK1",8.39261285229898,0.00063,0.0058695
"YJL092W","SRS2",8.84688181764474,1e-05,0.000508181818181818
"YJL091C","GWT1",9.35352633717891,0,0
"YJL090C","DPB11",6.16922580365464,0.05161,0.135828578154426
"YJL089W","SIP4",3.35145169584582,0.55138,0.663341854960189
"YJL088W","ARG3",4.43487081187345,0.25601,0.41017366007452
"YJL087C","TRL1",4.86340899889404,0.18352,0.330254393305439
"YJL085W","EXO70",7.90643460736373,0.00088,0.00722349486049927
"YJL084C","ALY2",4.98754597575873,0.16917,0.312305250990753
"YJL082W","IML2",3.61438726565524,0.45087,0.584048795180723
"YJL081C","ARP4",6.53916910665283,0.02703,0.0834793922651934
"YJL080C","SCP160",3.4298922612083,0.45131,0.584121995832369
"YJL079C","PRY1",4.35038789158266,0.27868,0.433329958275382
"YJL078C","PRY3",5.45730889916597,0.11729,0.242743835616438
"YJL076W","NET1",8.29334564284238,0.00024,0.00308413793103448
"YJL074C","SMC3",8.37495674318527,0.00015,0.00244460641399417
"YJL073W","JEM1",7.13533547325729,0.00228,0.0140675496688742
"YJL072C","PSF2",7.47704387752583,0.00236,0.0144336980306346
"YJL071W","ARG2",5.26035380324296,0.13654,0.270755090457609
"YJL070C","YJL070C",5.34956738363558,0.10157,0.219642669245648
"YJL069C","UTP18",3.2490959368178,0.49086,0.617024375983809
"YJL068C","YJL068C",5.27630134982835,0.12308,0.252205718475073
"YJL066C","MPM1",6.23573892001654,0.03868,0.109701268391679
"YJL065C","DLS1",5.11270525267439,0.14906,0.287226956221992
"YJL063C","MRPL8",5.76351058025326,0.06177,0.154613294538944
"YJL062W-A","COA3",4.36254407542557,0.27411,0.429151078129376
"YJL062W","LAS21",6.60653025574624,0.02956,0.0893191351351351
"YJL061W","NUP82",8.33931578600946,1e-04,0.00197526501766784
"YJL060W","BNA3",2.78768762863328,0.59884,0.699585287356322
"YJL059W","YHC3",8.0409553322912,0.00067,0.00606035598705502
"YJL058C","BIT61",0.137092370189008,0.99883,0.999616466797924
"YJL057C","IKS1",5.58309676757012,0.08142,0.188775528826213
"YJL056C","ZAP1",3.71343284664914,0.41038,0.549560598802395
"YJL055W","YJL055W",3.73636290180662,0.40776,0.547401152737752
"YJL054W","TIM54",3.94020557766345,0.37355,0.5179484375
"YJL053W","PEP8",6.64035715443864,0.02299,0.0741998267898383
"YJL052W","TDH1",3.50921400236337,0.4595,0.59089141936968
"YJL051W","IRC8",8.93782433481461,0,0
"YJL050W","MTR4",4.65539089730256,0.22015,0.372210546993049
"YJL049W","YJL049W",6.28469773589344,0.01447,0.0531454007884363
"YJL048C","UBX6",6.43432020993962,0.01925,0.0652110236220472
"YJL047C-A","YJL047C-A",4.09739691004357,0.31954,0.472172508591065
"YJL047C","RTT101",6.34876455578923,0.02609,0.0815221352711012
"YJL046W","AIM22",6.05661108946905,0.05957,0.150778235294118
"YJL044C","GYP6",8.49225127391969,0.00079,0.00668093797276853
"YJL043W","YJL043W",5.29733983564967,0.13217,0.26557523364486
"YJL042W","MHP1",5.08732131129416,0.13249,0.26583600143575
"YJL041W","NSP1",2.86090777402926,0.57769,0.682998942694016
"YJL039C","NUP192",4.82083129499028,0.19311,0.341825490816973
"YJL038C","LOH1",8.0700896581146,2e-04,0.00283756345177665
"YJL036W","SNX4",7.21209646379715,0.0055,0.0261437074829932
"YJL035C","TAD2",3.62565925210421,0.42017,0.557500664609542
"YJL034W","KAR2",5.05545805698087,0.16111,0.301912470667114
"YJL033W","HCA4",2.94116047306351,0.5608,0.668986769099445
"YJL031C","BET4",3.86437922996756,0.37865,0.521986066584464
"YJL030W","MAD2",4.16721962036496,0.30397,0.458250350593312
"YJL029C","VPS53",5.70179978594106,0.08869,0.199588204508857
"YJL026W","RNR2",4.00838950529288,0.33393,0.483935527338689
"YJL025W","RRN7",4.67280742325311,0.21462,0.366869376528117
"YJL024C","APS3",4.83253048363493,0.19115,0.339538767079758
"YJL023C","PET130",4.27802712552126,0.2892,0.443671734357849
"YJL020C","BBC1",4.45260868074351,0.26819,0.422304816901408
"YJL019W","MPS3",8.61394568774939,4e-05,0.0012561797752809
"YJL016W","YJL016W",5.93119008938596,0.04446,0.121709794319295
"YJL014W","CCT3",1.38307307802654,0.89148,0.918932915360502
"YJL013C","MAD3",8.00020832117425,0.00098,0.0076941011235955
"YJL012C","VTC4",0.854707861034846,0.95443,0.966008274488503
"YJL011C","RPC17",3.99122179233036,0.33851,0.488327974193548
"YJL010C","NOP9",2.49478083914022,0.66519,0.752106007281553
"YJL008C","CCT8",3.94886437821591,0.34831,0.497290168539326
"YJL006C","CTK2",7.15366230541092,0.01228,0.0469850787132101
"YJL005W","CYR1",3.56483874504374,0.42686,0.563169081897569
"YJL004C","SYS1",4.41158047448491,0.24651,0.400811780104712
"YJL003W","COX16",8.09249090759726,0.00041,0.0043407196969697
"YJL002C","OST1",6.78407991472859,0.01603,0.0567137341772152
"YJL001W","PRE3",5.49445760461031,0.10869,0.230251231527094
"YJR001W","AVT1",7.11515142862997,0.01232,0.0470736842105263
"YJR002W","MPP10",3.8287026939786,0.37114,0.516334717731908
"YJR003C","YJR003C",7.48358352826781,0.00614,0.0283189768976898
"YJR004C","SAG1",2.43749722495755,0.6811,0.763607902125953
"YJR005W","APL1",2.87379116357381,0.59949,0.699905827067669
"YJR005C-A","YJR005C-A",6.55344475662022,0.03273,0.0967022727272727
"YJR006W","POL31",8.47787533328323,0.00018,0.00266190476190476
"YJR007W","SUI2",5.30182340103346,0.12963,0.26197819956616
"YJR008W","YJR008W",4.26573200459121,0.29683,0.451381855277475
"YJR009C","TDH2",3.83332740077984,0.37205,0.516908300198807
"YJR010W","MET3",4.60714824352365,0.24822,0.401838922675934
"YJR010C-A","SPC1",6.6523490390021,0.02288,0.0739729323308271
"YJR011C","YJR011C",7.07170092124441,0.01486,0.0541861709067189
"YJR012C","YJR012C",6.35316211316555,0.03065,0.0921448387096774
"YJR013W","GPI14",4.86781257849856,0.18436,0.331267245258759
"YJR014W","TMA22",2.2749762827446,0.71839,0.791290660098522
"YJR015W","YJR015W",6.06874980180716,0.05314,0.138874520804114
"YJR016C","ILV3",1.9646057314422,0.77799,0.834733992322457
"YJR017C","ESS1",1.449052259741,0.91703,0.939208079882741
"YJR021C","REC107",7.66314896601905,0.00508,0.0245226252158895
"YJR022W","LSM8",6.85850185346735,0.01578,0.0560775730622617
"YJR024C","MDE1",3.26484409012044,0.48399,0.610698984427894
"YJR025C","BNA1",5.66305610395255,0.09254,0.205180927835052
"YJR030C","YJR030C",8.49302487676421,1e-05,0.000508181818181818
"YJR031C","GEA1",7.94168885120461,0.00274,0.0158885892116183
"YJR032W","CPR7",4.72047189042651,0.20681,0.357324953675108
"YJR033C","RAV1",8.24448659509566,0.00071,0.00629984126984127
"YJR034W","PET191",7.78435934324197,0.00158,0.0108105263157895
"YJR035W","RAD26",6.41008121227042,0.04085,0.11423165
"YJR036C","HUL4",6.27147761107933,0.03902,0.110329691451694
"YJR039W","YJR039W",8.7460848623779,0.00035,0.00392871485943775
"YJR040W","GEF1",7.09255591845382,0.01072,0.0425300212916962
"YJR041C","URB2",3.30332527427339,0.48033,0.608292255434783
"YJR042W","NUP85",0.93988634060123,0.9417,0.957180781818182
"YJR043C","POL32",7.95960036088995,0.00085,0.00704970326409496
"YJR044C","VPS55",4.65368526928626,0.1857,0.333139602053915
"YJR045C","SSC1",5.36586996741227,0.12281,0.252021989720999
"YJR046W","TAH11",7.02877384328472,0.01561,0.0557927749360614
"YJR047C","ANB1",5.7074023850988,0.0869,0.196907580056749
"YJR048W","CYC1",6.50098270041668,0.03291,0.0969778070637849
"YJR049C","UTR1",3.79715758813329,0.40248,0.542658755426918
"YJR050W","ISY1",7.23116897574121,0.00452,0.0225596428571429
"YJR051W","OSM1",2.12963508331387,0.74627,0.811039016329705
"YJR052W","RAD7",5.91770561360137,0.07083,0.171097370689655
"YJR053W","BFA1",8.88799105526757,1e-05,0.000508181818181818
"YJR054W","YJR054W",8.64796740142493,0.00039,0.00420868725868726
"YJR055W","HIT1",5.49325756692134,0.11036,0.232183816334212
"YJR056C","YJR056C",2.24843726447869,0.71329,0.786758307024467
"YJR057W","CDC8",8.44699784792764,0.00022,0.0029633734939759
"YJR058C","APS2",2.22460815542203,0.72643,0.798102142295598
"YJR059W","PTK2",5.8809571234992,0.05811,0.148394198264048
"YJR060W","CBF1",6.11882752517658,0.05689,0.145811600183402
"YJR062C","NTA1",4.42710557708863,0.25632,0.410258643388666
"YJR063W","RPA12",3.34454185520943,0.47397,0.603254166666667
"YJR064W","CCT5",4.11997880793897,0.31734,0.470443489790506
"YJR065C","ARP3",4.24539310745973,0.29885,0.453220699945741
"YJR066W","TOR1",7.61919638822859,0.00316,0.0177175526579739
"YJR067C","YAE1",5.73206783371056,0.08573,0.19543350998777
"YJR068W","RFC2",6.49972752500935,0.02003,0.0671067624177139
"YJR069C","HAM1",3.41964549150295,0.4788,0.606914285714286
"YJR070C","LIA1",4.07969891590447,0.31858,0.471252236041281
"YJR072C","NPA3",3.15805468477546,0.52408,0.641894653812445
"YJR073C","OPI3",4.18944473805535,0.33325,0.483935527338689
"YJR074W","MOG1",3.08719608914882,0.54151,0.656888674332827
"YJR075W","HOC1",6.64423563732778,0.02408,0.0767311111111111
"YJR076C","CDC11",8.56631431830269,0.00023,0.00301100702576112
"YJR078W","BNA2",4.75881952596499,0.21469,0.366869376528117
"YJR080C","AIM24",8.75605245325332,0.00017,0.00258233695652174
"YJR082C","EAF6",1.61510279624723,0.84168,0.881249522382469
"YJR083C","ACF4",5.99869546067631,0.05919,0.150259809264305
"YJR084W","CSN12",5.41583847752895,0.1161,0.240905345211581
"YJR085C","YJR085C",5.71886057712966,0.07742,0.181839411764706
"YJR086W","STE18",2.06258685917651,0.76066,0.822454429400387
"YJR088C","EMC2",1.92405035227502,0.78505,0.839730099502488
"YJR089W","BIR1",2.5004108413339,0.66342,0.750712105263158
"YJR090C","GRR1",6.32020327434351,0.01728,0.0599572580645161
"YJR091C","JSN1",5.91015581927115,0.06349,0.157737377777778
"YJR092W","BUD4",9.14441025928415,0,0
"YJR093C","FIP1",4.29995028534019,0.2799,0.433674307095344
"YJR094C","IME1",4.76415883126939,0.20414,0.355164207905384
"YJR094W-A","RPL43B",4.37341251485542,0.2728,0.42775652173913
"YJR096W","YJR096W",5.26093352376347,0.06693,0.164023980710215
"YJR097W","JJJ3",4.09310589299022,0.31231,0.465421135394456
"YJR098C","YJR098C",5.85303178972466,0.05409,0.14062059507206
"YJR099W","YUH1",6.26623026055166,0.04143,0.115335507968127
"YJR100C","AIM25",7.56792278682734,0.00273,0.0158800208116545
"YJR101W","RSM26",8.43771677963194,0.00019,0.00274444444444444
"YJR102C","VPS25",4.54433849799081,0.23967,0.392314875549048
"YJR103W","URA8",4.06784457801629,0.34951,0.498408392857143
"YJR104C","SOD1",4.58916084102224,0.23043,0.382113230495402
"YJR105W","ADO1",4.67235252523655,0.1982,0.347752040175769
"YJR106W","ECM27",5.96712145317096,0.05095,0.134662174940898
"YJR108W","ABM1",5.47123460475877,0.11183,0.234277528089888
"YJR109C","CPA2",2.88491352298891,0.57146,0.678085629378051
"YJR110W","YMR1",4.72084550554552,0.21346,0.365240710131619
"YJR111C","YJR111C",5.07046949704277,0.15987,0.300716419919246
"YJR112W","NNF1",8.33835071788882,0.00119,0.00883413014608234
"YJR112W-A","YJR112W-A",5.51658558310363,0.08312,0.191525474031327
"YJR113C","RSM7",5.26593802017502,0.13087,0.263626414414414
"YJR115W","YJR115W",1.26202413957638,0.90336,0.928402408088235
"YJR116W","YJR116W",5.66074894743474,0.08732,0.197549514563107
"YJR117W","STE24",8.35834934124043,0.00033,0.00378788501026694
"YJR118C","ILM1",8.14194403058666,0.00125,0.00911016949152542
"YJR119C","JHD2",2.38568798810035,0.6925,0.771745414673046
"YJR121W","ATP2",7.75489552590061,0.00239,0.0145376496191513
"YJR122W","IBA57",5.5312918809378,0.08944,0.200549378259126
"YJR123W","RPS5",4.12304270573418,0.32346,0.474827048319328
"YJR124C","YJR124C",2.84142219344903,0.59484,0.696548659405111
"YJR125C","ENT3",3.28541153703515,0.49469,0.619887267428828
"YJR126C","VPS70",5.99665972562311,0.05964,0.150785888738128
"YJR127C","RSF2",6.12993508981667,0.05055,0.13398506401138
"YJR129C","YJR129C",4.5014950343733,0.26634,0.420338961038961
"YJR130C","STR2",5.1539243039042,0.14463,0.281504770194986
"YJR131W","MNS1",6.10347408974413,0.05624,0.144436150666054
"YJR132W","NMD5",4.70646828076453,0.20978,0.36091694863119
"YJR133W","XPT1",4.37725892953145,0.26832,0.422318834459459
"YJR134C","SGM1",6.92152814359127,0.00662,0.0298674737691687
"YJR135C","MCM22",6.85700646611015,0.01737,0.0600484230055659
"YJR135W-A","TIM8",1.77170273644514,0.87956,0.909496929337773
"YJR136C","TTI2",3.66392493337357,0.43147,0.566709891917293
"YJR137C","MET5",2.79987176940717,0.6047,0.703344361215148
"YJR138W","IML1",5.74295357698685,0.07176,0.172106855184233
"YJR139C","HOM6",2.70975676042907,0.62726,0.722965649484536
"YJR140C","HIR3",6.57973017101148,0.03282,0.0968736675461741
"YJR141W","YJR141W",6.70468751453441,0.02672,0.0830265703168427
"YJR142W","YJR142W",5.16461236833681,0.10998,0.231925980392157
"YJR143C","PMT4",8.59852379154565,0.00012,0.0021921568627451
"YJR144W","MGM101",8.90278457553438,5e-05,0.00139054726368159
"YJR145C","RPS4A",4.43339907074725,0.26293,0.416951219512195
"YJR147W","HMS2",0.745691444145623,0.96639,0.975046922938098
"YJR148W","BAT2",4.4798004086449,0.26835,0.422318834459459
"YJR154W","YJR154W",7.8336976155857,0.00043,0.00450131086142322
"YKL221W","MCH2",2.74046437779425,0.62488,0.721002743965339
"YKL222C","YKL222C",5.18144519139807,0.14401,0.280591111885674
"YKL219W","COS9",4.82714479403637,0.19475,0.343458769716088
"YKL218C","SRY1",6.10250424723905,0.04172,0.115969567379413
"YKL216W","URA1",3.07484185462516,0.53161,0.648276592495637
"YKL215C","OXP1",6.0416800985814,0.05013,0.13325092724679
"YKL214C","YRA2",2.21479897661227,0.72722,0.798656149312377
"YKL213C","DOA1",7.62765809305746,0.00316,0.0177175526579739
"YKL212W","SAC1",5.96028105948966,0.04682,0.126681413359148
"YKL211C","TRP3",4.31370186007146,0.27708,0.432090627615063
"YKL210W","UBA1",2.93943392445143,0.57146,0.678085629378051
"YKL209C","STE6",8.29652682016675,0.00045,0.00462408088235294
"YKL208W","CBT1",4.37125997622755,0.2795,0.43361653259362
"YKL207W","AIM27",1.26561118621264,0.89807,0.924192065537555
"YKL206C","ADD66",5.27712004254613,0.13502,0.268885571784824
"YKL205W","LOS1",2.19598216787452,0.7256,0.797346962846471
"YKL204W","EAP1",3.14965122197669,0.519,0.63818961724593
"YKL203C","TOR2",7.99420313495635,0.00122,0.00897342105263158
"YKL201C","MNN4",1.76118116630113,0.82211,0.867912162417375
"YKL197C","PEX1",6.46921644822545,0.0346,0.100841501564129
"YKL196C","YKT6",1.49773456044207,0.87049,0.90197421686747
"YKL195W","MIA40",5.72975216727551,0.07389,0.175638180272109
"YKL194C","MST1",8.36239925678189,0.00018,0.00266190476190476
"YKL193C","SDS22",6.09184158133769,0.05489,0.141725219399538
"YKL192C","ACP1",6.09081373697057,0.04335,0.119255167322835
"YKL191W","DPH2",6.46365050410332,0.03649,0.104765844889574
"YKL190W","CNB1",7.18187257466708,0.01043,0.0415860912981455
"YKL189W","HYM1",2.52911931476803,0.65765,0.746225857519789
"YKL188C","PXA2",5.8930545853443,0.07179,0.172106855184233
"YKL187C","YKL187C",9.01876295374268,9e-05,0.00183613138686131
"YKL186C","MTR2",4.11899973369337,0.3107,0.464518390804598
"YKL185W","ASH1",7.54286001724954,0.00275,0.0159300518134715
"YKL184W","SPE1",2.98160895368665,0.55988,0.668567819773649
"YKL183W","LOT5",8.8023648712198,1e-05,0.000508181818181818
"YKL182W","FAS1",5.72928622062838,0.08421,0.193161222814936
"YKL181W","PRS1",4.91055234569733,0.17927,0.324836077795786
"YKL180W","RPL17A",3.7693274101948,0.39795,0.539151841977702
"YKL179C","COY1",3.77386614847433,0.38843,0.531015822939594
"YKL178C","STE3",3.40409008545055,0.46731,0.597498376029277
"YKL176C","LST4",4.02798090476713,0.34755,0.496755521472393
"YKL175W","ZRT3",6.77265450798798,0.02541,0.0798930337078652
"YKL174C","TPO5",1.41380151395478,0.87751,0.907712971872687
"YKL173W","SNU114",1.92879866290207,0.78162,0.837985385500575
"YKL172W","EBP2",2.69481105272702,0.61528,0.712979933665008
"YKL171W","NNK1",5.46912470166108,0.09685,0.212727504911591
"YKL170W","MRPL38",9.12936864511111,1e-05,0.000508181818181818
"YKL168C","KKQ8",7.58877868563528,0.00285,0.0164242268041237
"YKL167C","MRP49",7.47825092224926,0.00414,0.0213887245841035
"YKL166C","TPK3",0.145438468328058,0.99873,0.999616466797924
"YKL165C","MCD4",8.79109518799507,3e-05,0.00106815286624204
"YKL164C","PIR1",7.07537289867864,0.01567,0.0558643494897959
"YKL162C","YKL162C",6.8102049779307,0.02203,0.0719320677570093
"YKL161C","KDX1",7.5976386883573,0.00368,0.0198563706563707
"YKL160W","ELF1",4.01940301756113,0.33119,0.482248528262568
"YKL159C","RCN1",3.71896600061676,0.41219,0.551626071343069
"YKL157W","APE2",4.92931593580115,0.17302,0.317421004266492
"YKL156W","RPS27A",4.62990216047208,0.22449,0.376168794964029
"YKL155C","RSM22",7.58131696517615,0.00367,0.0198407156673114
"YKL154W","SRP102",8.02325455970554,0.00098,0.0076941011235955
"YKL152C","GPM1",1.7305708201766,0.82385,0.869092564634837
"YKL151C","YKL151C",4.72376494753651,0.14409,0.280649163763066
"YKL150W","MCR1",7.43680334809788,0.00354,0.0192496108949416
"YKL149C","DBR1",5.56079993003108,0.09962,0.21693642384106
"YKL148C","SDH1",8.48796049659435,0.00012,0.0021921568627451
"YKL146W","AVT3",5.53196075456045,0.10459,0.22443689059501
"YKL145W","RPT1",2.97621736847707,0.56173,0.669953211009174
"YKL144C","RPC25",2.16763954663835,0.72936,0.800015970178536
"YKL143W","LTV1",1.84063263936651,0.80167,0.853262623762376
"YKL142W","MRP8",5.68990110592758,0.05179,0.136110061118947
"YKL141W","SDH3",7.0453110909067,0.00746,0.0326813479623824
"YKL140W","TGL1",6.22442602260873,0.05009,0.133207944814462
"YKL139W","CTK1",2.95824236849615,0.69777,0.774619042891183
"YKL138C-A","HSK3",5.24337727048932,0.13297,0.266416594982079
"YKL138C","MRPL31",7.98864469023641,0.00069,0.00618125
"YKL137W","CMC1",7.96060231054709,0.00177,0.0117092307692308
"YKL135C","APL2",2.42387832283072,0.68183,0.764273049929818
"YKL134C","OCT1",8.2443692007079,0.00062,0.00585439189189189
"YKL133C","YKL133C",7.12230134399572,0.01496,0.0544442708333333
"YKL132C","RMA1",5.56448370992574,0.10254,0.221397682502897
"YKL130C","SHE2",8.55627618656736,9e-05,0.00183613138686131
"YKL129C","MYO3",7.48778315691873,0.00618,0.0284097039473684
"YKL128C","PMU1",2.73307278476963,0.61494,0.712733692722372
"YKL127W","PGM1",6.44538430998379,0.02675,0.083058523042754
"YKL126W","YPK1",4.04300640830613,0.34228,0.491357267591166
"YKL125W","RRN3",2.36813865715783,0.69211,0.771745414673046
"YKL124W","SSH4",8.04221311948386,0.00092,0.00739971223021583
"YKL122C","SRP21",4.44082928780344,0.25081,0.404275634371396
"YKL121W","DGR2",8.29495576665817,0.00062,0.00585439189189189
"YKL120W","OAC1",6.96855976865787,0.01165,0.0455090845562544
"YKL119C","VPH2",5.20750425254752,0.14168,0.27795049122807
"YKL117W","SBA1",3.25873705688053,0.49521,0.620260788707148
"YKL116C","PRR1",8.20721890562849,0.0013,0.00936469072164949
"YKL114C","APN1",8.07353045548648,7e-04,0.0062408293460925
"YKL113C","RAD27",8.67737512274009,5e-05,0.00139054726368159
"YKL112W","ABF1",5.67887067701346,0.06874,0.167359146341463
"YKL110C","KTI12",0.443091432408672,0.9876,0.990612596447156
"YKL109W","HAP4",7.24351302390109,0.01186,0.0460398611111111
"YKL108W","SLD2",8.48023914064397,0.00014,0.00233611940298507
"YKL106C-A","YKL106C-A",2.67538382619845,0.6274,0.722977942692228
"YKL106W","AAT1",4.25271403231571,0.29389,0.448757443321497
"YKL105C","YKL105C",7.35588252052216,0.00708,0.0313358669833729
"YKL104C","GFA1",5.41635292875303,0.10488,0.224972831926324
"YKL103C","LAP4",6.32870616398257,0.02469,0.0781081494057725
"YKL101W","HSL1",9.23932385008579,1e-05,0.000508181818181818
"YKL100C","YKL100C",4.79242476262709,0.19888,0.348616870492317
"YKL099C","UTP11",3.88886699784209,0.35686,0.504003890853967
"YKL098W","MTC2",6.96358771919742,0.01544,0.0556477111540941
"YKL096W-A","CWP2",8.6918601566764,7e-05,0.00167222222222222
"YKL096W","CWP1",5.70945426356094,0.08689,0.196907580056749
"YKL095W","YJU2",2.86919449724852,0.57901,0.684284545454546
"YKL094W","YJU3",6.07903403050114,0.05592,0.143720827586207
"YKL092C","BUD2",9.27030828332921,0,0
"YKL091C","YKL091C",4.81334290750996,0.14361,0.280300244413408
"YKL090W","CUE2",4.09583299784589,0.31736,0.470443489790506
"YKL089W","MIF2",7.92979985340533,0.00078,0.00667718223583461
"YKL088W","CAB3",7.45882228919972,0.00567,0.0268149746192893
"YKL087C","CYT2",7.11741834547963,0.01088,0.0430730878186969
"YKL086W","SRX1",4.49506897859925,0.25077,0.404275634371396
"YKL085W","MDH1",7.13315428824871,0.00511,0.0246249137931034
"YKL084W","HOT13",4.48691232867787,0.2477,0.401695097185959
"YKL082C","RRP14",0.940944986970646,0.9475,0.960835116996191
"YKL081W","TEF4",7.11080534806647,0.00447,0.0225110810810811
"YKL080W","VMA5",4.79788146744509,0.19634,0.345482058545798
"YKL079W","SMY1",4.39143542695911,0.2672,0.421101776148858
"YKL078W","DHR2",3.68634429677912,0.39764,0.538993113482056
"YKL077W","YKL077W",5.31790383785034,0.12763,0.25896613430127
"YKL075C","YKL075C",2.8086981958329,0.61386,0.71207001244297
"YKL074C","MUD2",4.96618377911588,0.17467,0.318969562377531
"YKL073W","LHS1",6.56689859511966,0.01729,0.0599572580645161
"YKL072W","STB6",5.74827279622069,0.08269,0.190770573669005
"YKL069W","YKL069W",7.57931759145956,0.00333,0.018430396039604
"YKL068W-A","YKL068W-A",3.74229909617057,0.40023,0.541276268728854
"YKL068W","NUP100",4.19919651642247,0.29596,0.45091651226158
"YKL067W","YNK1",8.64721925899382,0.00015,0.00244460641399417
"YKL065W-A","YKL065W-A",7.4032405185752,0.00891,0.0371970873786408
"YKL065C","YET1",4.66862632015469,0.2204,0.372216314199396
"YKL064W","MNR2",4.56641324491853,0.23452,0.38671587020649
"YKL063C","YKL063C",6.11908630346303,0.05374,0.13999711493718
"YKL062W","MSN4",7.40849223624119,0.00786,0.033798
"YKL061W","BLI1",6.88290968991771,0.01184,0.0460261474269819
"YKL060C","FBA1",2.45226150373367,0.6723,0.756625125830481
"YKL059C","MPE1",4.59208047605812,0.23154,0.383498844444444
"YKL058W","TOA2",8.08168005478444,0.00148,0.0103415
"YKL057C","NUP120",2.32618704799923,0.7055,0.780553394023352
"YKL056C","TMA19",5.47746502460926,0.11028,0.232102861445783
"YKL055C","OAR1",3.90663940845347,0.35626,0.503538154235145
"YKL054C","DEF1",2.38105682497048,0.69182,0.771745414673046
"YKL053C-A","MDM35",7.15054190158185,0.00943,0.0384771532846715
"YKL052C","ASK1",7.38852502418484,0.00787,0.0338149884704074
"YKL051W","SFK1",4.59200482729765,0.22678,0.377966666666667
"YKL049C","CSE4",7.19556371744275,0.00929,0.0381546187683285
"YKL048C","ELM1",8.31939675073603,0.00025,0.00319063926940639
"YKL047W","YKL047W",6.04079659262989,0.04444,0.121709794319295
"YKL046C","DCW1",7.62643013871611,0.0034,0.0187066929133858
"YKL045W","PRI2",7.89628138862844,0.00033,0.00378788501026694
"YKL043W","PHD1",6.57745386443296,0.03224,0.0958922872340426
"YKL042W","SPC42",8.5218886554819,1e-04,0.00197526501766784
"YKL041W","VPS24",5.13090526987462,0.14705,0.284884684684685
"YKL040C","NFU1",2.63988043143515,0.63832,0.731640106622924
"YKL039W","PTM1",5.72881350026302,0.08687,0.196907580056749
"YKL038W","RGT1",4.20857973136452,0.30024,0.454755281690141
"YKL035W","UGP1",4.28258242566445,0.29197,0.446420213347921
"YKL034W","TUL1",7.66469645591197,0.00382,0.0202597722960152
"YKL033W-A","YKL033W-A",6.80532386851872,0.02485,0.0784810734463277
"YKL033W","TTI1",1.93214504690141,0.78375,0.838938809113536
"YKL032C","IXR1",5.84947074558647,0.0738,0.175549787234043
"YKL029C","MAE1",6.95296658099495,0.01574,0.056042329726289
"YKL028W","TFA1",4.78246025570089,0.19965,0.349528186658315
"YKL027W","YKL027W",2.3628668892456,0.68901,0.770005177928828
"YKL026C","GPX1",4.12043404129632,0.37138,0.516334717731908
"YKL025C","PAN3",3.67761798849999,0.40452,0.544621098265896
"YKL023C-A","YKL023C-A",1.29893521785931,0.93227,0.95028980671043
"YKL024C","URA6",5.72982499333821,0.08652,0.196444679122664
"YKL023W","YKL023W",4.72126096931378,0.20571,0.356453471791693
"YKL022C","CDC16",7.5196385113326,0.00722,0.0317793700787402
"YKL021C","MAK11",1.66949529206488,0.8305,0.873596575729069
"YKL020C","SPT23",3.48133391652462,0.44777,0.581424924506388
"YKL019W","RAM2",2.78651869894323,0.65772,0.746225857519789
"YKL018C-A","YKL018C-A",5.12575329370874,0.13944,0.274751357067325
"YKL018W","SWD2",3.88723337254102,0.36371,0.509686362496866
"YKL017C","HCS1",6.48770717744552,0.03126,0.0937464592274678
"YKL016C","ATP7",7.70385575603919,0.0015,0.0104291044776119
"YKL015W","PUT3",5.41694450309347,0.11894,0.245242699115044
"YKL014C","URB1",3.46015885430823,0.44878,0.582465799860692
"YKL013C","ARC19",5.45204829964374,0.10926,0.231087173666288
"YKL012W","PRP40",5.05844347667102,0.16132,0.302103450586265
"YKL011C","CCE1",5.73324051592506,0.0787,0.183688100208768
"YKL010C","UFD4",1.90411962388754,0.85151,0.887790414024618
"YKL009W","MRT4",3.0439504086056,0.53818,0.654432499456167
"YKL008C","LAC1",8.89807729105841,0.00015,0.00244460641399417
"YKL007W","CAP1",6.23320102460774,0.03346,0.0981329485834208
"YKL006C-A","SFT1",1.60077505542625,0.85262,0.888192360722936
"YKL006W","RPL14A",4.44095754009224,0.25816,0.412029117898944
"YKL005C","BYE1",2.48570952810428,0.66961,0.755100988301735
"YKL004W","AUR1",8.16659321639219,0.00083,0.00693527653213752
