"Gene_ID","Gene_name","Fourier_score","P_value","FDR"
"YAL067C","SEO1",4.92823266537949,0.16828,0.311382058920887
"YAL063C","FLO9",4.26328580032351,0.28523,0.438952711257914
"YAL062W","GDH3",2.07441870167278,0.77236,0.830606464024625
"YAL061W","BDH2",4.25064136531756,0.28669,0.440744679681056
"YAL060W","BDH1",4.69695413723934,0.21331,0.365095805266381
"YAL059W","ECM1",2.81627909418086,0.58856,0.691913859095689
"YAL058W","CNE1",4.09813852245292,0.33923,0.488862000515597
"YAL056W","GPB2",4.90800275966563,0.18195,0.328308747579083
"YAL055W","PEX22",5.33242535240427,0.12008,0.247054545454545
"YAL053W","FLC2",5.81526903383027,0.07798,0.182694132439229
"YAL049C","AIM2",6.57074725649764,0.01512,0.0548124513618677
"YAL048C","GEM1",4.44490473815568,0.25296,0.406451968956597
"YAL046C","AIM1",4.5577032124623,0.23556,0.387858733431517
"YAL044W-A","YAL044W-A",3.81193012411156,0.38138,0.52500081160846
"YAL044C","GCV3",2.69477296707041,0.63625,0.730015907224959
"YAL043C","PTA1",4.33486513239084,0.24802,0.401780237612286
"YAL042W","ERV46",2.95535105648923,0.81773,0.865201665404996
"YAL041W","CDC24",3.08849822586766,0.53565,0.652304661293836
"YAL040C","CLN3",4.31668355679032,0.27774,0.432757608695652
"YAL039C","CYC3",2.17684524563197,0.7537,0.816779166666667
"YAL038W","CDC19",0.741062441614558,0.99361,0.995390663082437
"YAL036C","RBG1",4.73888022875804,0.2034,0.354207476635514
"YAL035W","FUN12",3.59031993614324,0.41995,0.557380864197531
"YAL034W-A","MTW1",8.72832201094729,4e-05,0.0012561797752809
"YAL033W","POP5",7.7034538738378,0.00425,0.0217360475754803
"YAL032C","PRP45",5.59372853079456,0.09974,0.217072168158817
"YAL031C","GIP4",3.52944768879496,0.43422,0.569450926577528
"YAL030W","SNC1",6.81772079653352,0.01966,0.066124789410349
"YAL029C","MYO4",3.95217012962716,0.35889,0.505763246785984
"YAL028W","FRT2",5.86875888027813,0.05637,0.14467782369146
"YAL027W","SAW1",5.08831479768195,0.15754,0.297315530047265
"YAL026C","DRS2",7.36144387990053,0.0085,0.0358063300678222
"YAL025C","MAK16",3.82110668125691,0.37355,0.5179484375
"YAL024C","LTE1",6.8158921440505,0.02026,0.0675666666666667
"YAL023C","PMT2",8.00621844316689,0.00187,0.0121975495915986
"YAL022C","FUN26",7.70189142106076,0.00512,0.0246518518518519
"YAL021C","CCR4",5.29471079904125,0.13213,0.26557523364486
"YAL020C","ATS1",2.42846349627688,0.76196,0.823541453982985
"YAL019W","FUN30",4.12368696245766,0.34104,0.490206634096169
"YAL017W","PSK1",5.6390238541543,0.09048,0.201346815286624
"YAL016W","TPD3",5.3930630508153,0.11358,0.236642638837123
"YAL014C","SYN8",0.854477880009652,0.95773,0.968471544862518
"YAL013W","DEP1",3.78430734083818,0.43102,0.566251891891892
"YAL012W","CYS3",2.89186789467683,0.59043,0.693040289733361
"YAL011W","SWC3",7.80777254277834,0.00342,0.0187613346418057
"YAL010C","MDM10",3.58223378587811,0.43085,0.566161612599906
"YAL009W","SPO7",4.01928191987867,0.33349,0.483935527338689
"YAL008W","FUN14",5.84662043454469,0.04602,0.125122470817121
"YAL007C","ERP2",8.36233061298674,0.00034,0.0038551724137931
"YAL005C","SSA1",3.95726787531636,0.34758,0.496755521472393
"YAL003W","EFB1",6.43242390686018,0.03248,0.09632
"YAL002W","VPS8",7.65487528690001,0.00428,0.021849497716895
"YAL001C","TFC3",8.54204443480839,0.00016,0.00249832402234637
"YAR002W","NUP60",5.39526974978148,0.12156,0.249823676470588
"YAR002C-A","ERP1",6.89219256351342,0.0188,0.0640414381474711
"YAR003W","SWD1",8.93281157200697,0,0
"YAR007C","RFA1",8.82392787341413,0,0
"YAR008W","SEN34",8.36565641488195,0.00026,0.00325145413870246
"YAR014C","BUD14",6.5156720326521,0.03284,0.0968736675461741
"YAR015W","ADE1",4.15824475968383,0.32485,0.476117330886209
"YAR018C","KIN3",8.03615871450521,0.00091,0.00737231884057971
"YAR027W","UIP3",7.91295394494704,0.00149,0.0103854114713217
"YAR028W","YAR028W",6.92209824965759,0.01811,0.0621835995085995
"YAR031W","PRM9",5.52877101113014,0.10653,0.227204387638306
"YAR042W","SWH1",3.45818923268572,0.48452,0.611116155234657
"YBL107C","YBL107C",6.97105240084693,0.0124,0.0472501704158146
"YBL106C","SRO77",1.87166440557365,0.79781,0.850125409836066
"YBL105C","PKC1",7.05462945574803,0.01651,0.0579352793471438
"YBL104C","YBL104C",7.16688875902441,0.01544,0.0556477111540941
"YBL103C","RTG3",3.94502422423786,0.3719,0.516887369467926
"YBL102W","SFT2",4.55100897012133,0.2358,0.388025316455696
"YBL101C","ECM21",4.95532669888797,0.17404,0.318560445317616
"YBL099W","ATP1",6.97529702283402,0.01072,0.0425300212916962
"YBL098W","BNA4",5.55198409385923,0.10445,0.224222542242704
"YBL097W","BRN1",8.67896244219767,8e-05,0.00176062992125984
"YBL093C","ROX3",4.42872232440556,0.26073,0.414057017045455
"YBL092W","RPL32",3.60033301719288,0.42225,0.559463735482342
"YBL091C-A","SCS22",3.29845002248058,0.53715,0.653322127937337
"YBL091C","MAP2",2.86519323835531,0.59101,0.693335970619098
"YBL090W","MRP21",6.59915966584505,0.02572,0.0805912556053812
"YBL089W","AVT5",4.02854873679323,0.34001,0.489229317889318
"YBL088C","TEL1",4.81470568750156,0.19747,0.346906756756757
"YBL087C","RPL23A",4.82280432119023,0.19698,0.346333899371069
"YBL086C","YBL086C",9.28748328995543,0,0
"YBL085W","BOI1",8.05323961757072,0.00173,0.0114990487514863
"YBL084C","CDC27",3.21236760021828,0.49776,0.621505115032388
"YBL082C","ALG3",6.63284063111935,0.01096,0.0433284299858557
"YBL081W","YBL081W",1.8204773398678,0.80668,0.856602469135803
"YBL080C","PET112",6.86981530040377,0.01852,0.0634355392156863
"YBL079W","NUP170",4.50447419745622,0.24289,0.395846967930029
"YBL078C","ATG8",4.66298671756857,0.20629,0.356957226864748
"YBL076C","ILS1",1.68407022179871,0.83197,0.874358394435044
"YBL074C","AAR2",3.60271240700914,0.428,0.563874617016262
"YBL071W-A","KTI11",2.86338354721853,0.58681,0.690916466624553
"YBL069W","AST1",8.93565283496916,7e-05,0.00167222222222222
"YBL068W","PRS4",2.97574787748332,0.55893,0.668039063502245
"YBL067C","UBP13",1.9359458233284,0.82813,0.872147418990203
"YBL066C","SEF1",2.92307826218152,0.56308,0.670740443213296
"YBL064C","PRX1",5.14956276185766,0.11002,0.231925980392157
"YBL063W","KIP1",8.3340703533204,0.00034,0.0038551724137931
"YBL061C","SKT5",8.72276140256118,0.00021,0.00289851851851852
"YBL060W","YEL1",1.94438312896694,0.78286,0.838392911877395
"YBL059C-A","CMC2",8.17462051392181,0.00051,0.00509089285714286
"YBL059W","YBL059W",7.66987773329824,0.00119,0.00883413014608234
"YBL058W","SHP1",3.80263075481254,0.38626,0.528695739471107
"YBL057C","PTH2",4.51151529721065,0.2434,0.396562518216263
"YBL056W","PTC3",3.71573744053378,0.39755,0.538993113482056
"YBL055C","YBL055C",4.19802439023186,0.29676,0.451381855277475
"YBL054W","TOD6",2.00386380542505,0.76969,0.829023598535928
"YBL052C","SAS3",5.08512547415349,0.14763,0.285455447941889
"YBL051C","PIN4",2.70690430802636,0.61051,0.709216729010806
"YBL050W","SEC17",7.37575142494157,0.00712,0.0314630830039526
"YBL049W","MOH1",4.32454684634761,0.27951,0.43361653259362
"YBL047C","EDE1",5.0191148906412,0.15633,0.295587554954346
"YBL046W","PSY4",5.91994751100017,0.03765,0.107709058341863
"YBL045C","COR1",8.22805426533762,0.00075,0.00652021772939347
"YBL043W","ECM13",7.49674941479181,0.00682,0.0305479166666667
"YBL042C","FUI1",2.29891554402719,0.71087,0.78486338139443
"YBL041W","PRE7",3.14773683090916,0.52702,0.644789188006128
"YBL040C","ERD2",8.28882014750109,0.00076,0.00656630602782071
"YBL039W-B","YBL039W-B",7.12506271908022,0.01222,0.0468838709677419
"YBL039C","URA7",4.2516669053228,0.29054,0.445330024677817
"YBL038W","MRPL16",7.28590188968891,0.00518,0.0248978503869304
"YBL037W","APL3",4.54611407856786,0.24073,0.393473253434668
"YBL036C","YBL036C",5.03253118168297,0.15323,0.292335448652337
"YBL035C","POL12",8.37567159620924,6e-05,0.00153150684931507
"YBL034C","STU1",7.23949049964532,0.00846,0.0356916226415094
"YBL033C","RIB1",3.14267529468128,0.53044,0.647414759825328
"YBL032W","HEK2",8.27770069802184,0.00031,0.00366363636363636
"YBL031W","SHE1",8.10617704741963,8e-04,0.00673493975903615
"YBL030C","PET9",5.27126265107251,0.13296,0.266416594982079
"YBL029C-A","YBL029C-A",3.0094773121523,0.5447,0.658807612456747
"YBL028C","YBL028C",3.22423684743018,0.49748,0.621431657730116
"YBL027W","RPL19B",3.74278934680421,0.40102,0.541473864734299
"YBL026W","LSM2",5.46183475712781,0.11337,0.236381312942932
"YBL025W","RRN10",4.24091103702479,0.29072,0.445347891566265
"YBL024W","NCL1",4.5370246169865,0.2395,0.392314875549048
"YBL023C","MCM2",8.80628991505584,0.00026,0.00325145413870246
"YBL022C","PIM1",4.51601140316624,0.24267,0.395603762029746
"YBL021C","HAP3",7.00458113667566,0.01592,0.0565033650793651
"YBL020W","RFT1",6.66529836748002,0.02059,0.0682669632265718
"YBL019W","APN2",7.95064615455108,0.00101,0.00781980609418283
"YBL018C","POP8",4.44460883073802,0.25122,0.404586516853933
"YBL017C","PEP1",4.4537794434553,0.25859,0.412394038790645
"YBL016W","FUS3",4.35534303723565,0.26664,0.420574943566591
"YBL015W","ACH1",8.61140995776602,0.00019,0.00274444444444444
"YBL014C","RRN6",4.61725392885133,0.22324,0.375086143672979
"YBL013W","FMT1",5.01218115090357,0.16027,0.301044791666667
"YBL011W","SCT1",3.26709276310511,0.48951,0.616020013507429
"YBL010C","YBL010C",8.75754082910034,0,0
"YBL009W","ALK2",7.82884998075264,0.00277,0.0159961776859504
"YBL006C","LDB7",6.36673683261697,0.04001,0.112672997481108
"YBL005W","PDR3",6.33567916819184,0.04356,0.119538733431517
"YBL004W","UTP20",4.68532274865679,0.2161,0.368517083587553
"YBL003C","HTA2",8.4494786711784,0.00021,0.00289851851851852
"YBL002W","HTB2",8.70290484555422,9e-05,0.00183613138686131
"YBL001C","ECM15",2.8426848874325,0.58834,0.691883024821203
"YBR001C","NTH2",7.79485312994433,6e-04,0.00571379897785349
"YBR002C","RER2",5.13956424720036,0.14201,0.27844121360926
"YBR003W","COQ1",6.31968390610657,0.0334,0.0980083989501312
"YBR004C","GPI18",2.74902786866102,0.61184,0.710466472787703
"YBR005W","RCR1",1.8175470537277,0.83062,0.873596575729069
"YBR006W","UGA2",4.88300647730845,0.10318,0.222393215111796
"YBR007C","DSF2",7.85129806083166,0.00201,0.01279715261959
"YBR008C","FLR1",4.92093222886033,0.18027,0.326014008411517
"YBR009C","HHF1",8.63778243479999,0.00013,0.0022709375
"YBR010W","HHT1",8.59016593270148,0.00013,0.0022709375
"YBR011C","IPP1",3.68826908650282,0.41632,0.554894802098236
"YBR014C","GRX7",5.16126074226175,0.14792,0.285719695922598
"YBR016W","YBR016W",4.75603254311801,0.20359,0.354427935222672
"YBR017C","KAP104",0.841082254255228,0.95715,0.968336500180963
"YBR021W","FUR4",1.81037695144546,0.81176,0.860561046842405
"YBR022W","POA1",5.08477680004844,0.13439,0.26829607703281
"YBR023C","CHS3",7.72425854761254,0.00223,0.0138507777777778
"YBR024W","SCO2",7.90093954934166,0.00038,0.004148828125
"YBR025C","OLA1",2.95019876451468,0.55664,0.666026005993151
"YBR026C","ETR1",6.90120608988804,0.00756,0.0330159375
"YBR028C","YBR028C",7.8439982586904,0.00255,0.0151161187698834
"YBR029C","CDS1",4.3349558349869,0.27642,0.431788463687151
"YBR030W","RKM3",6.99016895902519,0.01878,0.0640123170731707
"YBR031W","RPL4A",4.88871902775613,0.184,0.330780610932476
"YBR034C","HMT1",2.94409945603105,0.56385,0.671335782747604
"YBR035C","PDX3",5.0439632864826,0.16369,0.305314347681014
"YBR036C","CSG2",3.67995007153056,0.40428,0.544429101421344
"YBR037C","SCO1",7.07258063415362,0.00817,0.0348096798780488
"YBR038W","CHS2",8.56858686275503,4e-05,0.0012561797752809
"YBR039W","ATP3",7.33067128735972,0.00409,0.0212285051067781
"YBR040W","FIG1",2.83225853781821,0.58931,0.692225005253204
"YBR041W","FAT1",8.01308341447518,0.00045,0.00462408088235294
"YBR042C","CST26",8.52867948507923,4e-05,0.0012561797752809
"YBR043C","QDR3",6.02572023006136,0.04896,0.13095043062201
"YBR044C","TCM62",6.92825775494739,0.01262,0.0478276610169492
"YBR046C","ZTA1",3.99008180763229,0.37263,0.517258927241122
"YBR047W","FMP23",3.71097891249144,0.39533,0.536764885866926
"YBR048W","RPS11B",3.11374661407031,0.52986,0.646848089102424
"YBR049C","REB1",7.84732481090892,0.00206,0.0130560090702948
"YBR050C","REG2",4.57989655600379,0.24611,0.400394324796275
"YBR052C","RFS1",5.48399801967215,0.09304,0.205896120348377
"YBR053C","YBR053C",6.37250619047789,0.01364,0.0508995994659546
"YBR054W","YRO2",8.86694114354562,0.00015,0.00244460641399417
"YBR055C","PRP6",5.64575658596,0.09026,0.200981760254879
"YBR056W","YBR056W",5.61415624624722,0.05093,0.134662174940898
"YBR057C","MUM2",3.41521083371028,0.46639,0.596868154761905
"YBR058C","UBP14",4.75389091411391,0.20483,0.355921572894001
"YBR058C-A","TSC3",4.24933165385362,0.28359,0.437377020689655
"YBR059C","AKL1",6.00602518316509,0.0465,0.126120815138282
"YBR060C","ORC2",2.46677189326398,0.68241,0.764769827586207
"YBR061C","TRM7",2.69473467902814,0.61678,0.713978090702009
"YBR062C","YBR062C",5.15269508957508,0.14213,0.278520329477743
"YBR065C","ECM2",3.58061220133622,0.422,0.559265054528212
"YBR066C","NRG2",7.91111621793051,0.00211,0.0133275706214689
"YBR067C","TIP1",8.56639485157578,0.00054,0.00534265486725664
"YBR068C","BAP2",4.18271560277149,0.32092,0.472836794939378
"YBR069C","TAT1",5.65672314895741,0.09285,0.20555702970297
"YBR070C","ALG14",8.23959199038034,0.00041,0.0043407196969697
"YBR071W","YBR071W",8.74885853930835,1e-04,0.00197526501766784
"YBR072W","HSP26",4.01969437001555,0.38283,0.52568239194499
"YBR073W","RDH54",8.1344884958902,0.00017,0.00258233695652174
"YBR074W","YBR074W",2.54793627134257,0.65661,0.745420369618197
"YBR077C","SLM4",5.13308838980722,0.15,0.28844169246646
"YBR078W","ECM33",8.87631155200337,5e-05,0.00139054726368159
"YBR079C","RPG1",2.77790397032524,0.60377,0.702990489073881
"YBR080C","SEC18",6.90091689332537,0.01943,0.0655879830917874
"YBR081C","SPT7",1.77206520464656,0.83572,0.877145099511829
"YBR082C","UBC4",2.99056184929311,0.5544,0.665184803605924
"YBR083W","TEC1",7.70543170400656,0.00444,0.0224408679927667
"YBR084W","MIS1",5.71495773916307,0.08953,0.200670689655172
"YBR084C-A","RPL19A",3.69391339719964,0.40928,0.548559793814433
"YBR085W","AAC3",7.69032291238417,0.00391,0.0206782403027436
"YBR085C-A","YBR085C-A",4.12896579591124,0.325,0.476212319790301
"YBR086C","IST2",8.93450669230566,1e-05,0.000508181818181818
"YBR087W","RFC5",7.45517549040487,0.00569,0.0268414345991561
"YBR088C","POL30",7.67303199993124,0.00093,0.00743733905579399
"YBR091C","TIM12",5.36373881454723,0.12117,0.249205408388521
"YBR092C","PHO3",7.85145553518911,0.00027,0.00332444933920705
"YBR093C","PHO5",7.38215879747728,0.01206,0.0465254658385093
"YBR094W","PBY1",5.23828449672892,0.13743,0.27203742917847
"YBR095C","RXT2",1.97440717560031,0.83463,0.876330146506386
"YBR096W","YBR096W",3.40848540362159,0.51168,0.63196889085285
"YBR097W","VPS15",4.4946042047624,0.24186,0.394628546409807
"YBR098W","MMS4",7.66080087268161,0.00157,0.0107816953316953
"YBR101C","FES1",5.59876462742797,0.09163,0.203662703777336
"YBR102C","EXO84",2.86393557353603,0.59264,0.694958083455651
"YBR103W","SIF2",8.54752930952389,0.00035,0.00392871485943775
"YBR104W","YMC2",5.23346282220956,0.13904,0.274350017649135
"YBR105C","VID24",0.503581717823227,0.98283,0.986536128568863
"YBR106W","PHO88",5.56060190466098,0.10252,0.221397682502897
"YBR107C","IML3",3.40012554594649,0.46253,0.593147580830085
"YBR108W","AIM3",5.50796904710035,0.09856,0.215467500977708
"YBR109C","CMD1",2.51410131902907,0.6603,0.748393552311435
"YBR110W","ALG1",2.95910451014843,0.55458,0.665187213044411
"YBR111C","YSA1",5.60553848107275,0.07305,0.174136247334755
"YBR111W-A","SUS1",7.42531128107075,0.00311,0.017560505050505
"YBR112C","CYC8",5.30974346105592,0.12981,0.262152420520231
"YBR114W","RAD16",6.28566072612538,0.03378,0.099019507079182
"YBR115C","LYS2",2.44999067789453,0.67144,0.755961651560927
"YBR117C","TKL2",3.03580994793957,0.60427,0.702990489073881
"YBR118W","TEF2",3.42987225980686,0.55273,0.664036256178809
"YBR119W","MUD1",3.54873537949339,0.42662,0.562985316336166
"YBR120C","CBP6",8.90257350330474,8e-05,0.00176062992125984
"YBR121C","GRS1",4.70848691200518,0.21323,0.365095805266381
"YBR122C","MRPL36",7.52975253231157,0.00253,0.0150888416578108
"YBR123C","TFC1",7.54243553370752,0.00109,0.0082674355495251
"YBR125C","PTC4",6.24959876082723,0.03145,0.0941647027316551
"YBR126C","TPS1",5.62645443943472,0.09326,0.20630130589632
"YBR127C","VMA2",2.8623006688196,0.58248,0.68707811774636
"YBR128C","ATG14",6.42914743610508,0.03407,0.099712722513089
"YBR129C","OPY1",4.28006541420315,0.28363,0.437377020689655
"YBR130C","SHE3",7.11689807389556,0.00841,0.0356610733182162
"YBR131W","CCZ1",3.44713255695303,0.45343,0.585903812384473
"YBR132C","AGP2",6.92150283639208,0.00252,0.0150822269807281
"YBR133C","HSL7",8.13004531854731,0.00076,0.00656630602782071
"YBR135W","CKS1",7.34101007443585,0.00945,0.0385306345733042
"YBR136W","MEC1",1.40099206606437,0.87647,0.906972843391337
"YBR137W","YBR137W",5.7430104954573,0.04726,0.127563206180589
"YBR138C","YBR138C",9.057127131201,0,0
"YBR139W","YBR139W",5.56945354190223,0.10282,0.221895600154381
"YBR141C","YBR141C",2.61679188290621,0.63603,0.729913303223157
"YBR142W","MAK5",1.18621613390291,0.91189,0.935314697247706
"YBR143C","SUP45",2.80754501543662,0.58957,0.692373172268908
"YBR145W","ADH5",5.17372018407294,0.14398,0.280591111885674
"YBR146W","MRPS9",9.03019460454032,9e-05,0.00183613138686131
"YBR148W","YSW1",4.74425484931333,0.20495,0.355995650823237
"YBR149W","ARA1",4.73420813867022,0.2063,0.356957226864748
"YBR150C","TBS1",1.72275800468595,0.83336,0.875490020672806
"YBR151W","APD1",5.48909126716853,0.1062,0.22680282658518
"YBR152W","SPP381",3.53006178033059,0.44003,0.574220555296314
"YBR153W","RIB7",1.98506604885327,0.78689,0.841054512428298
"YBR154C","RPB5",1.13181135345468,0.91722,0.939230591683459
"YBR155W","CNS1",2.33935933468967,0.69403,0.772526423735563
"YBR156C","SLI15",7.07722262831891,0.01323,0.0497683041722746
"YBR157C","ICS2",6.41785619423672,0.03636,0.104446248715313
"YBR158W","AMN1",7.02930997681269,0.01878,0.0640123170731707
"YBR159W","IFA38",4.16751500692134,0.30283,0.457332063749325
"YBR160W","CDC28",3.99690626112542,0.35815,0.505187610396165
"YBR161W","CSH1",8.93335139629395,2e-05,0.000866666666666667
"YBR162C","TOS1",5.71266690899776,0.08975,0.200734866053579
"YBR162W-A","YSY6",1.53080761910149,0.91899,0.940181936310395
"YBR163W","EXO5",3.74384264451006,0.38466,0.527423424086338
"YBR164C","ARL1",4.37810068715399,0.26552,0.419755882352941
"YBR165W","UBS1",5.67725249476082,0.09145,0.203343476531424
"YBR166C","TYR1",3.75304027405624,0.3918,0.533015818934047
"YBR167C","POP7",1.99756880378069,0.76598,0.826323442021995
"YBR168W","PEX32",7.62228130510557,0.00465,0.0230848134991119
"YBR170C","NPL4",5.60497045348288,0.09924,0.216361778471139
"YBR171W","SEC66",7.38877051717856,0.00457,0.0227482635796972
"YBR172C","SMY2",5.86288085107228,0.07564,0.178558952702703
"YBR173C","UMP1",4.41322377081883,0.26645,0.420393875246966
"YBR175W","SWD3",2.35533356643697,0.6938,0.772526423735563
"YBR176W","ECM31",7.48086994546094,0.00225,0.0139285714285714
"YBR177C","EHT1",2.42335584230462,0.68854,0.76978772
"YBR179C","FZO1",5.32287458930397,0.12893,0.261129963768116
"YBR181C","RPS6B",3.42845383411401,0.46068,0.591738860817639
"YBR182C","SMP1",4.83141310157319,0.19477,0.343458769716088
"YBR183W","YPC1",6.05437430292355,0.05826,0.148573631386861
"YBR184W","YBR184W",7.97629543512365,0.00066,0.00604819672131148
"YBR185C","MBA1",8.43484248002376,0.00022,0.0029633734939759
"YBR187W","GDT1",8.26722371454635,0.00098,0.0076941011235955
"YBR188C","NTC20",6.22316586705784,0.02648,0.0824182628062361
"YBR189W","RPS9B",3.65896651939766,0.41204,0.551557375478927
"YBR191W","RPL21A",3.49668099154197,0.45117,0.584121995832369
"YBR192W","RIM2",8.63027204961271,0.00018,0.00266190476190476
"YBR193C","MED8",4.97231760651008,0.17042,0.313990705339486
"YBR194W","AIM4",4.91182273722902,0.18098,0.327086388619463
"YBR195C","MSI1",6.93961981065683,0.00844,0.0356610733182162
"YBR196C","PGI1",3.13756577380386,0.5491,0.662094262295082
"YBR197C","YBR197C",6.37585898853676,0.02336,0.0751226566992524
"YBR198C","TAF5",6.05354612397241,0.05839,0.148769416590702
"YBR199W","KTR4",5.99545298853882,0.05262,0.137787219101124
"YBR200W","BEM1",8.40797389897375,0.00067,0.00606035598705502
"YBR201W","DER1",9.35809470266144,0,0
"YBR201C-A","YBR201C-A",7.23570538201815,0.00636,0.0290460784313725
"YBR202W","MCM7",8.63503356758853,0.00022,0.0029633734939759
"YBR203W","COS111",7.65093694558716,0.00688,0.0307427657873701
"YBR204C","YBR204C",7.75726529624148,0.00201,0.01279715261959
"YBR205W","KTR3",7.46840878977009,0.003,0.01706002034588
"YBR207W","FTH1",3.56774850548101,0.43427,0.569450926577528
"YBR210W","ERV15",1.68322200002436,0.88094,0.910587019230769
"YBR211C","AME1",3.53291958149673,0.45275,0.58544355771455
"YBR212W","NGR1",4.39470734435845,0.25986,0.413027409724197
"YBR213W","MET8",3.55963542751195,0.43061,0.566125540921919
"YBR215W","HPC2",6.49551594270149,0.03284,0.0968736675461741
"YBR216C","YBP1",7.83773035794059,0.00376,0.0201133014354067
"YBR217W","ATG12",4.47492544499697,0.25241,0.405918268124281
"YBR218C","PYC2",5.77850530285795,0.08196,0.189657408940397
"YBR220C","YBR220C",7.08825515946381,0.00953,0.0387437818181818
"YBR221C","PDB1",4.71902970098619,0.21663,0.369195640243902
"YBR222C","PCS60",6.55720168259102,0.03336,0.0979424369747899
"YBR223C","TDP1",4.82375422022499,0.19461,0.343458769716088
"YBR225W","YBR225W",3.19752607896794,0.51423,0.634162254577542
"YBR227C","MCX1",3.38708674306399,0.49241,0.61817421454219
"YBR228W","SLX1",4.56984515365972,0.2232,0.375086143672979
"YBR229C","ROT2",5.18111548743407,0.14319,0.280067214835549
"YBR230C","OM14",6.06187721954779,0.00592,0.0275773333333333
"YBR230W-A","YBR230W-A",4.48803637345803,0.25075,0.404275634371396
"YBR231C","SWC5",3.43100758072909,0.47213,0.601587443026436
"YBR233W","PBP2",8.28188797253338,0.00014,0.00233611940298507
"YBR233W-A","DAD3",7.76113229212855,0.00316,0.0177175526579739
"YBR234C","ARC40",7.23834405092896,0.00162,0.0110167883211679
"YBR235W","YBR235W",4.85512289618556,0.17702,0.321906896551724
"YBR236C","ABD1",4.81386637986507,0.19012,0.338569863013699
"YBR237W","PRP5",7.92775483315998,0.00173,0.0114990487514863
"YBR238C","YBR238C",1.82634829153057,0.80256,0.853884735439665
"YBR239C","ERT1",3.36753329554382,0.46243,0.593147580830085
"YBR241C","YBR241C",6.3583733363601,0.03797,0.108347269014803
"YBR242W","YBR242W",5.24372342401348,0.136,0.270259509420547
"YBR243C","ALG7",8.83260679365962,7e-05,0.00167222222222222
"YBR244W","GPX2",3.92663654156374,0.35298,0.500702867292565
"YBR245C","ISW1",7.84360008758924,0.00058,0.00558037865748709
"YBR246W","RRT2",5.45207603339472,0.09746,0.213647607843137
"YBR247C","ENP1",3.64416663784474,0.4092,0.548559793814433
"YBR248C","HIS7",0.679873717812254,0.97033,0.977499495404577
"YBR249C","ARO4",4.05175850184716,0.32787,0.479412320167408
"YBR251W","MRPS5",8.92828829985597,2e-05,0.000866666666666667
"YBR252W","DUT1",6.55545867144756,0.03008,0.0906942826321467
"YBR253W","SRB6",5.88456772360915,0.06244,0.155890844126842
"YBR254C","TRS20",7.81832089641781,0.00311,0.017560505050505
"YBR255W","MTC4",3.50178404845031,0.44625,0.57985529986053
"YBR255C-A","YBR255C-A",7.64096403712087,0.00203,0.0128951136363636
"YBR256C","RIB5",4.72045239842782,0.20905,0.360231041923551
"YBR257W","POP4",1.71692521165242,0.82154,0.86757982621836
"YBR258C","SHG1",5.80364486873404,0.08193,0.189657408940397
"YBR259W","YBR259W",5.4888930096808,0.10681,0.22745297029703
"YBR260C","RGD1",3.62256308537976,0.41832,0.556101973840666
"YBR261C","TAE1",3.2209693730374,0.61552,0.71311021761658
"YBR262C","AIM5",5.87641684193903,0.06831,0.166675207333042
"YBR263W","SHM1",5.82504956825661,0.06896,0.16774865100087
"YBR264C","YPT10",8.04610609899973,0.00086,0.0070905604719764
"YBR265W","TSC10",4.05936066212694,0.32398,0.475274678562057
"YBR267W","REI1",4.28242178934142,0.2804,0.43431310612358
"YBR268W","MRPL37",7.45733409588996,0.00404,0.0211061682242991
"YBR269C","FMP21",2.36595821929243,0.76616,0.826323442021995
"YBR270C","BIT2",5.5540808386077,0.0976,0.213870638965112
"YBR271W","YBR271W",2.14939749439919,0.73686,0.805445326554556
"YBR272C","HSM3",7.10186682581168,0.01258,0.0477408010862186
"YBR273C","UBX7",6.59944310871027,0.02536,0.0798661408450704
"YBR274W","CHK1",3.78763081271029,0.38162,0.52500081160846
"YBR275C","RIF1",8.10564527754672,0.00049,0.0049442238267148
"YBR276C","PPS1",9.07028487195941,2e-05,0.000866666666666667
"YBR278W","DPB3",7.74766459535122,0.00101,0.00781980609418283
"YBR279W","PAF1",2.39524285238924,0.72221,0.794715334645669
"YBR280C","SAF1",7.92109788741654,0.00067,0.00606035598705502
"YBR281C","DUG2",4.49379860037966,0.25148,0.404888594470046
"YBR282W","MRPL27",8.19537954284366,0.00045,0.00462408088235294
"YBR283C","SSH1",5.57958913371788,0.09622,0.211926635145784
"YBR284W","YBR284W",3.72532654770237,0.40168,0.541791700844391
"YBR285W","YBR285W",4.17908248265483,0.31212,0.46535632
"YBR286W","APE3",5.53002620853595,0.10751,0.228509847908745
"YBR287W","YBR287W",4.6755168094505,0.21139,0.362920792383292
"YBR288C","APM3",6.12639105300898,0.05072,0.134244696969697
"YBR289W","SNF5",6.37898879298211,0.04303,0.118666847557967
"YBR290W","BSD2",4.2607531025098,0.28922,0.443671734357849
"YBR291C","CTP1",4.307794757484,0.27886,0.433368751737559
"YBR293W","VBA2",6.03853164176457,0.06324,0.157256049822064
"YBR295W","PCA1",6.17645681881482,0.04711,0.127219758454106
"YBR296C","PHO89",4.65881744843506,0.22423,0.376042351529694
"YBR296C-A","YBR296C-A",4.59915246442003,0.16708,0.309879628400796
"YBR297W","MAL33",7.36947313918175,0.00407,0.0212232276119403
"YCL064C","CHA1",2.77723105510648,0.60013,0.700143709576466
